#    Z       m        H              D           He3            He4          C12         C13P          N14P           O16             Mrem     C13           N14
  0.0001    4.00   -0.856E-02   -0.376E-04   -0.227E-04   -0.329E-01   -0.117E-04    0.000E+00    0.000E+00      -0.336E-04        0.87   -0.111E-06    0.124E-02
  0.0001    4.10   -0.279E-01   -0.376E-04   -0.227E-04   -0.323E-02    0.130E-03    0.329E-04    0.000E+00      -0.337E-04        0.89   -0.111E-06    0.106E-02
  0.0001    4.20   -0.315E-01   -0.377E-04   -0.228E-04    0.511E-02    0.180E-03    0.352E-04    0.505E-03      -0.338E-04        0.90   -0.111E-06    0.111E-02
  0.0001    4.30   -0.348E-01   -0.378E-04   -0.229E-04    0.131E-01    0.228E-03    0.374E-04    0.101E-02      -0.339E-04        0.91   -0.112E-06    0.116E-02
  0.0001    4.40   -0.381E-01   -0.380E-04   -0.229E-04    0.206E-01    0.272E-03    0.393E-04    0.149E-02      -0.340E-04        0.92   -0.112E-06    0.120E-02
  0.0001    4.50   -0.412E-01   -0.381E-04   -0.230E-04    0.279E-01    0.315E-03    0.413E-04    0.195E-02      -0.341E-04        0.93    0.549E-05    0.125E-02
  0.0001    4.60   -0.457E-01   -0.383E-04   -0.231E-04    0.263E-01    0.314E-03    0.426E-04    0.208E-02      -0.343E-04        0.93    0.641E-05    0.132E-02
  0.0001    4.70   -0.485E-01   -0.384E-04   -0.232E-04    0.273E-01    0.314E-03    0.438E-04    0.219E-02      -0.344E-04        0.94    0.727E-05    0.139E-02
  0.0001    4.80   -0.512E-01   -0.385E-04   -0.233E-04    0.263E-01    0.315E-03    0.452E-04    0.231E-02      -0.345E-04        0.95    0.812E-05    0.146E-02
  0.0001    4.90   -0.553E-01   -0.387E-04   -0.234E-04    0.248E-01    0.314E-03    0.463E-04    0.243E-02      -0.347E-04        0.95    0.893E-05    0.153E-02
  0.0001    5.00   -0.577E-01   -0.388E-04   -0.234E-04    0.238E-01    0.314E-03    0.474E-04    0.254E-02      -0.347E-04        0.96    0.969E-05    0.159E-02
  0.0001    5.10   -0.601E-01   -0.389E-04   -0.235E-04    0.268E-01    0.317E-03    0.514E-04    0.282E-02      -0.348E-04        0.97    0.934E-05    0.165E-02
  0.0001    5.20   -0.619E-01   -0.390E-04   -0.236E-04    0.292E-01    0.320E-03    0.552E-04    0.310E-02      -0.350E-04        0.97    0.902E-05    0.170E-02
  0.0001    5.30   -0.640E-01   -0.391E-04   -0.236E-04    0.320E-01    0.324E-03    0.589E-04    0.336E-02      -0.350E-04        0.98    0.870E-05    0.175E-02
  0.0001    5.40   -0.675E-01   -0.393E-04   -0.237E-04    0.343E-01    0.327E-03    0.622E-04    0.361E-02      -0.352E-04        0.98    0.838E-05    0.180E-02
  0.0001    5.50   -0.695E-01   -0.394E-04   -0.238E-04    0.369E-01    0.330E-03    0.656E-04    0.385E-02      -0.353E-04        0.99    0.808E-05    0.185E-02
  0.0001    5.60   -0.710E-01   -0.395E-04   -0.239E-04    0.389E-01    0.332E-03    0.689E-04    0.409E-02      -0.354E-04        0.99    0.779E-05    0.189E-02
  0.0001    5.70   -0.728E-01   -0.396E-04   -0.239E-04    0.413E-01    0.335E-03    0.721E-04    0.432E-02      -0.355E-04        1.00    0.751E-05    0.193E-02
  0.0001    5.80   -0.759E-01   -0.397E-04   -0.240E-04    0.432E-01    0.338E-03    0.752E-04    0.453E-02      -0.356E-04        1.00    0.726E-05    0.196E-02
  0.0001    5.90   -0.759E-01   -0.398E-04   -0.240E-04    0.455E-01    0.340E-03    0.780E-04    0.475E-02      -0.356E-04        1.01    0.700E-05    0.201E-02
  0.0001    6.00   -0.789E-01   -0.399E-04   -0.241E-04    0.473E-01    0.343E-03    0.808E-04    0.495E-02      -0.358E-04        1.01    0.675E-05    0.205E-02
